  PID TTY           TIME CMD
89761 ??         0:00.17 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimulatorTrampoline.xpc/Contents/MacOS/SimulatorTrampoline
89763 ??         0:00.12 /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
89765 ??         0:00.46 cloudphotod
89770 ??         0:21.10 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
89771 ??         0:00.02 /System/Library/CoreServices/ReportCrash daemon
89774 ??         0:00.04 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
89777 ??         0:04.45 /usr/libexec/diagnosticd
89780 ??         0:00.17 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
89781 ??         0:00.05 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
89782 ??         0:00.08 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
89783 ??         0:00.18 /usr/libexec/AssetCache/AssetCache
89784 ??         0:00.09 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
89791 ??         0:00.20 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
89805 ??         0:00.25 /usr/libexec/findmybeaconingd
89846 ??         0:00.06 /usr/sbin/spindump
89847 ??         0:00.04 /usr/libexec/spindump_agent
89853 ??         0:00.02 /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
89854 ??         0:02.22 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
89855 ??         0:01.48 /Applications/WhatsApp.app/Contents/PlugIns/Intents.appex/Contents/MacOS/Intents -AppleLanguages ("en-IN")
89856 ??         0:00.07 /usr/libexec/amfid
89857 ??         0:00.12 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
89858 ??         0:00.13 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
89859 ??         0:00.10 /System/Library/CoreServices/osanalyticshelper server-init
89862 ??         0:00.04 /System/Library/CoreServices/ReportCrash agent
89866 ??         0:00.17 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
89872 ??         0:00.12 /usr/libexec/seserviced
89881 ??         0:00.65 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
89882 ??         0:00.56 /usr/libexec/appleaccountd
89884 ??         0:00.92 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
89885 ??         0:00.14 /usr/libexec/secinitd
89886 ??         0:00.09 /usr/sbin/cfprefsd agent
89887 ??         0:00.29 /usr/libexec/trustd --agent
89888 ??         0:00.10 /usr/libexec/trustdFileHelper
89889 ??         0:00.17 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
89890 ??         0:00.17 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
89891 ??         0:00.69 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
89892 ??         0:00.08 /usr/libexec/secinitd
89893 ??         0:00.08 /usr/libexec/secinitd
89894 ??         0:00.06 /usr/sbin/cfprefsd agent
89895 ??         0:00.16 /usr/libexec/trustd --agent
89896 ??         0:00.09 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
89897 ??         0:00.08 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
89922 ??         1:58.78 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/tanushshoor/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1788008640476536 --launch-time-ticks=297123606413 --shared-files --field-trial-handle=1718379636,r,11042156205607377790,16088688401927467758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,12551144985719351621,17663273194722599872,4 --trace-process-track-uuid=3190709003178624776 --vscode-window-config=vscode:03c2ce55-46a7-4e78-9ab9-13d46bfa1c7c --seatbelt-client=91
89925 ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
89935 ??         0:00.67 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
89948 ??         0:00.10 /usr/libexec/countryd
89956 ??         0:12.67 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
89957 ??         0:00.18 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
89958 ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
89968 ??         0:00.28 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
89969 ??         0:00.08 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
89970 ??         0:00.27 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
89971 ??         0:00.58 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
89974 ??         0:00.04 /usr/sbin/cfprefsd agent
89975 ??         0:00.04 /usr/sbin/cfprefsd agent
89976 ??         0:00.04 /usr/sbin/cfprefsd agent
89977 ??         0:00.04 /usr/sbin/cfprefsd agent
89978 ??         0:00.04 /usr/sbin/cfprefsd agent
89979 ??         0:00.04 /usr/sbin/cfprefsd agent
89980 ??         0:00.04 /usr/sbin/cfprefsd agent
89981 ??         0:00.02 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
89982 ??         0:00.04 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
89983 ??         0:02.10 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/tanushshoor/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,11042156205607377790,16088688401927467758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,12551144985719351621,17663273194722599872,4 --trace-process-track-uuid=3190709005989750323
89984 ??         0:07.12 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/tanushshoor/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,11042156205607377790,16088688401927467758,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,12551144985719351621,17663273194722599872,4 --trace-process-track-uuid=3190709006926792172
90042 ??         0:00.11 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
90043 ??         0:00.06 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
90339 ??         0:07.68 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20997 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=297505697501 --shared-files --metrics-shmem-handle=1752395122,r,3468568640947767552,10980974759845246586,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728661379574947 --seatbelt-client=278
90403 ??         0:00.03 /usr/libexec/keybagd -t 15
90404 ??         0:00.69 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
90590 ??         0:47.91 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=21069 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=298446391450 --shared-files --metrics-shmem-handle=1752395122,r,17401995610662604435,11219642122754734104,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728728846588075 --seatbelt-client=167
90595 ??         0:00.20 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
90596 ??         0:00.84 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
90597 ??         0:01.28 /usr/libexec/remindd
90598 ??         0:00.53 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
90599 ??         0:00.04 aslmanager
90610 ??         0:00.43 /usr/libexec/findmylocateagent
91173 ??         0:00.02 /usr/libexec/hidd
91176 ??         0:00.06 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
91215 ??         0:00.27 /usr/libexec/mlhostd
91251 ??         0:02.75 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=21139 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=299377077508 --shared-files --metrics-shmem-handle=1752395122,r,16528484912749729262,4930815782191801741,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728794439517505 --seatbelt-client=184
91355 ??         0:00.14 /usr/libexec/mobileactivationd
91356 ??         0:00.03 /usr/libexec/smd
91768 ??         0:06.13 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=21142 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=299509379726 --shared-files --metrics-shmem-handle=1752395122,r,7054485262945137373,9913381005837265185,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728797250643052 --seatbelt-client=57
91770 ??         0:00.20 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91771 ??         0:00.15 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91795 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91796 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91797 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91798 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91799 ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91800 ??         0:00.12 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
91801 ??         0:00.08 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
90060 ttys001    0:00.40 /bin/zsh -il
91820 ttys001    0:00.01 sh ./assignment.sh
91835 ttys001    0:00.00 ps -ax
